"X","Y"
18.5191231640189,47.0645656668639
20.6245961709086,47.4521407295438
18.096222039642,46.1425126007202
20.0167845471729,47.8117123352896
21.2584291952399,48.3032953476858
21.1925249844512,48.3100837034707
20.9560387550577,48.4066575383813
21.2057107694923,48.2718595555983
20.9793388784278,48.3762544141371
21.3188139806004,48.5260513896301
17.5551604602242,47.6983939236055
20.8151420020198,48.3976948150175
20.0090945947446,47.1903624956894
17.5705868779738,46.8047664943989
17.9784936129705,47.7043624108421
19.3922719421627,47.7984277667571
16.7471439961792,47.3310024432993
17.1937635398164,47.6736617769537
18.0279315284342,47.4098005986505
20.0029584906326,47.6872717780824
18.1641852076528,46.8436213456404
17.5398893353384,47.3050282068082
18.8458969287292,47.093593688486
17.2353502276666,47.2518513026956
18.059981454004,45.8484065910871
18.2308472651926,46.2860320765449
19.4698174104819,46.8327984070216
16.5083062577639,47.68932961345
20.5263497615111,48.4906017173185
16.9496544085588,47.6201923478131
22.0557785505995,48.1698916995094
17.5655797948435,47.0926939380373
18.0774923767163,47.4052794207343
19.2001941626041,46.6874066785862
20.641927753322,48.2212070491004
18.6995786405029,46.8313507821671
20.0507087437841,47.4307231837153
19.6293853326045,47.2506950637866
18.6497956549869,47.4263919501839
20.1858735307218,47.779867258164
20.2244154965816,46.3252481613413
16.9256863730138,46.8931304049165
17.8822946679982,46.181789127892
18.2486347093165,47.732527776418
17.0558404442521,46.8458932731872
21.0807856260334,46.4643251632652
17.9004739885387,46.1229821987932
21.9785564379995,47.4130046694474
21.6995063230983,48.3388728220332
17.7577841291596,46.5062622140763
21.0120245650859,48.1668691581458
21.021335188169,48.4021145463568
18.2401134854228,46.3110764266023
18.6642512634165,46.2548250199574
19.1729352685128,47.3082371697077
16.9325557942921,46.8393744922658
18.7444050276745,46.2101695184975
17.9920577969513,46.9743261564938
17.1711941393876,46.7570422839689
19.2411168725175,47.8741508973639
17.0015505454353,46.6540245746642
21.6012622982113,48.4432601834736
16.4715663709129,46.737596544188
18.7427074178746,46.7882987310191
18.3036428180275,45.7846862638459
16.2013585851959,46.9180918689176
20.5036300930542,48.3642247255557
20.6621082590519,48.4168343217567
19.6032152718545,47.9516411553757
16.858853817395,47.0744701875635
20.9022932811836,48.2419595998435
20.9061895326703,48.0751802889104
20.7182543081783,46.3486865222731
22.1079503902374,48.1781675735381
17.9061886329667,46.6524576464471
20.4042394798928,47.8480397712142
16.7999358854311,46.9640565349612
18.6590344236869,47.6933224964271
17.2960207440873,47.1060356732172
21.9270294910491,47.9549013405986
19.1178389941138,47.125790335937
18.4596987327169,46.3326480031708
20.5879998996474,46.2054822425967
16.2662719797858,46.9026987817888
18.4767991372628,46.1869056320116
19.6860939588308,47.7974123148829
19.0066837682851,47.2294096673281
18.978853750237,46.872086984591
22.2527740341417,48.2063075293493
18.1261784309111,46.0060788941505
21.2601289067661,48.3554925872589
20.2328229953947,48.1573812040561
20.8692300856291,48.1466432736106
20.93281866987,47.7401362149531
20.5453392909665,46.6196351381371
17.3798266672911,47.5209583719349
21.7730303177652,47.1333300237115
19.7757673385249,46.1936994626587
17.5327501339731,47.8209880528088
20.968583579767,48.2238506791504
17.9975134416764,47.5203113011962
19.4757274171832,47.6683680508443
17.8315767174459,46.9329791768097
18.2860683779255,45.9382490802837
20.3815941025673,47.6232541893324
19.8751137632619,47.7056322308351
18.0522585325296,46.397356696522
18.5603401648524,45.9969885646454
18.1403189998837,45.9063216626356
17.3398936562472,46.0245222705359
17.9936197570741,47.6372336484693
18.1022930741774,46.7553322274172
16.7783970517074,46.8074775963277
17.0818753795009,47.5721915876164
19.3251131192416,46.1180504533629
19.1520566272048,46.1376368826933
19.145642530581,46.0820491735773
19.0454866953508,45.9777403993666
19.429124922305,46.1386631433656
17.5152497589031,46.790477215414
17.4756621862783,46.7909334208988
19.4621115319875,47.6243884753794
21.9929869717831,47.4677047637282
16.4984228465558,46.6844915200891
16.7448712625199,46.8954787859054
17.3587532432362,47.5883003271596
18.3906922347494,47.6430379420481
18.9620177163592,46.1860630271027
16.3791240581525,46.8129757940757
18.5916463241496,47.6431248124812
18.5749151224311,47.7175875400635
